mineral_id,type,note
e0fde6d3-145f-4a57-9adf-328766bef495,2,For the mineral neyite and its copper content
0466de96-7840-432b-9ffc-d4991adce4ec,2,"For its copper, cuprum, content, and to stress a similarity with pavonite."
0f3eff92-cc32-4737-8d64-681c84bce875,2,"For its copper, cuprum, content and relationship to pearceite"
30bd6181-4b79-4f25-9f82-9a2fe6a10598,18,A polytype of Cupropearceite
79945a30-47fb-4f86-9853-f3e5c76cef14,2,For the mineral polybasite and its copper content
7db1d38a-e0c6-4f53-92ed-25ce6bf4a0ef,18,A polytype of Cupropolybasite
f1e12876-9214-4ae2-a2c5-7a1804d1f628,2,"For copper, CUPRum, RHODium, and Sulfur in the chemical composition"
422514c5-f36c-4779-b706-af9f92dfd5df,2,For a high copper content and presumed similarity to rivaite
08e50b0a-2a2d-4433-bfaa-1c700b3a1749,2,Named for the chemical relation to roméite.
3b0f3980-56fe-4b86-8918-3a0222d02da9,9,"A name supplied by Buttgenbach while introducing Vaes' paper, in the mistaken belief that it was the copper analog of sklodowskite."
ca7243cc-d0ee-4f4d-992a-266c99d134fe,2,"For the mineral's copper, CUPRum, content and having the spinel structure"
6ad4a9b7-a3ca-465b-abf9-30575d9bf1d6,2,"For copper, CUPRum, and antimony, STIBium, in the composition."
0ecd3619-4578-4f80-8b13-4e0e1d626e2d,2,"For copper, cuprum and tungsten in the composition."
dfec9b8b-fe19-4e54-8c89-979755186b4f,2,A variety of Zippeite
5695be02-82a5-4752-9ea2-e853c5a158f9,2,cuztic
8e571362-4075-4acc-a027-6818398831df,18,In allusion to its typical cylindrical habit
57a3f05c-1184-46ca-a6e3-684ca6712fed,2,As the iron (Fe)-dominant analog of d'ansite
d98819e4-fcf9-4bcb-8cb0-d6fcbee9c086,2,As the manganese (Mn)-dominant analog of d'ansite
1166c494-85ea-473a-abcf-d7fa7ef32b26,2,For the Ca-dominant member of the dachiardite series
a2f0adb3-06b1-4234-b798-ff6e8844e4ef,2,For the K-dominant member of the dachiardite series
1160ba06-89b2-49e5-82d4-4dbd8fec2dee,2,For the Na-dominant member of the dachiardite series
8be55321-a25f-4415-9fee-6155b6e53b99,2,For its relation to davidite and dominant cerium content
d63dfe25-cb3c-4dbd-b669-5217e2f455b3,2,For its relation to davidite and dominant La content
c58b9ec7-86f3-4d6b-bb49-6d3b541c3dbe,2,For its relation to davidite and dominant Y content
63a2b771-5740-4b3a-bfaf-07797b660aa4,18,Named decagonite for the 10-fold symmetry of its structure
9dc8eca9-980f-4c7f-84b5-77946e7462e1,18,Member of Sartorite Group
0deb4506-8645-4a09-9ca6-b41c6c5a5c31,18,Deltalumite is named as a delta-modification of alumina
8aa68a6e-3cdc-4a80-b7f4-2fb7ef72d43b,2,"Named for its relationship to demicheleite, with dominant Br"
1b8f5579-ae5f-4a11-a6d4-74aff839e983,2,"Named for its relationship to demicheleite, with dominant Cl"
4cb4e98c-e4e0-4221-a670-c685db006465,2,"Named for its relationship to demicheleite, with dominant I."
4a58324c-f05a-4ced-9bd2-5203190e2076,16,Chalcedony containing dendritic inclusions.
f8756a78-6304-441b-ae59-b43925a2c61e,4,"A paler blue variety of Lapis Lazuli, the colour difference is caused by a greater calcite content. Essentially, this is low-grade Lapis Lazuli with a new dealer-friendly name."
a7ec956d-a4f2-4f32-b0b9-fcb3482ada43,16,Rosette shaped
1a4ef756-d191-461b-85f9-f02704e3ed90,4,A rock composed of Diaspore
58264cf7-c061-4c32-8774-44cadb1e45df,4,The commercial term applied to diatomite
8a605d5b-17c6-4cf7-b784-41c4cb543cc2,4,A siliceous-rock composed predominantly of diatoms and with porosity greater than 50%.
0a99c51e-d707-46bf-a942-2f46c4630b30,2,For its chemical composition belonging to(KMnNa) series
2262bfd4-1223-406e-9c0b-1940f8b4ad23,2,Named after dickinsonite and site occupancy of the arrojadite-dickensonite structure.
16b214ce-d92c-4467-8851-81f236177d86,2,Named after dickinsonite and site occupancy of the arrojadite-dickensonite structure.
620a2c5d-9e94-467a-baca-441ee6f5e12b,11,For the Dioskouri twin brothers
d0a40261-aee7-4896-919f-c2fc2c68aae8,2,For its Ce content and close relationship with dissakisite
d092218f-63ad-4a29-bd3e-520f8eb67ab6,2,For its La content and close relationship with dissakisite
8ea2a430-b089-4a64-9395-987116131764,18,For the relationship to dadsonite and the presence of the disulphide ion in the crystal structure.
bdd1c87f-8cba-4906-846a-d66cce05c428,2,"For the different (latin: ""diversus"") silicate groups in its structure and cerium being the dominant rare earth element in its chemical composition"
376a8574-0734-4857-bde6-0e403b5343e6,16,A variety of calcite consisting of scalenohedral crystals resembling a dog's canine teeth.
532123f9-41d8-401c-8545-046fb4fe76e3,16,Flat disc resembling dollar coins
f6038c86-be7f-44e6-878c-077ceb956793,2,A variety of calcite containing small amounts of Mg in substitution for Ca
9e18ff94-344d-489d-8d6b-0780636df0c6,4,dolomite + stone
dde05f47-6a92-4fff-b5f3-ee611b16461c,2,"A Cu-deficient ""domeykite"" with a few extra powder diffraction lines."
d2874927-019a-4955-8a2d-97b11d6f6bed,3,"Dough Tin', a Cornish variety of cassiterite, owns its name for the white colouration and texture giving it an appearance of uncooked bread dough."
73a0d217-26bd-46e9-85e7-862266145dde,11,"A rounded quartz pebble representing a quartz crystal that has lost its brilliancy and angular form, in gravels, once believed to be a fabulous stone obtained from the head of a flying dragon."
cad638ae-c65f-4d9c-8a8f-8ba75a32005d,16,In allusion to its appearance as that of dried bone matter
9a9ce0cc-fccd-4db6-8fda-6952e34d4b06,2,"In allusion to the dual taxonomic membership of the mineral, which is both a zirconosilicate and a titanosilicate"
013821fa-14f1-4e26-85a2-7f8e2f4916b0,18,Duftite-alpha is possibly a variety of Duftite isostructural with Descloizite
80e9f5b7-dbdf-4089-a0df-050b63f9c1d5,18,A variety of Duftite
92992e83-0c24-4855-9fad-9c3abeefb014,4,Quartz colored by intergrown crystals of dumortierite
859664df-faab-4dca-b3df-bae61aeeafaf,2,First named Elbrusite-(Zr)  was thus changed to Elbrusite.
f7e56874-a596-44d8-b64b-afa40ff348e3,4,An agate nodule partly filled with water
4f1436fc-fa95-43e9-8626-e61b77f87f77,4,A hollow chalcedony geode containing trapped water.
41d1037b-9e36-4ac8-b745-3ea0ce15a935,2,As a member of sartorite group
b987943b-ffc2-48ac-b045-15de973bb2e7,18,"The prefix ""epi"" for near, referring to the dimorphous with eudidymite"
9ed3f85b-c333-441a-8984-446866b66a10,2,As a Ga analouge of Epidote
ee5b3a0f-c3e6-4a60-a38f-6f6ce739b40d,2,Due to its the content of Pb and similarity to Epidote
87784cbf-532e-42b5-8da3-13920daf1fcc,2,For its chemical composition as a member of the epidote group
a6217f16-7ad2-4fea-815a-a4f8926d8384,16,"For the typical purple colour, characteristic of the heather genus Erica"
99f398dc-9360-4dba-9a83-f52fcf6dc001,18,A polytype of Ericssonite
3e9419b4-ffaa-4b08-b85c-da3df0aa3d2c,18,A polytype of Ericssonite
a72e0674-33f9-4056-8df6-10b17ab3f816,2,For its chemical composition as a member of the erionite group
c580ebb2-ab90-4b62-8b20-0952a8c14d29,2,For its chemical composition as a member of the erionite group
5f3d52bd-ef0d-455d-92ab-961f00847312,2,For its chemical composition as a member of the erionite group
59c51c35-edb9-4791-8cf0-35915b212b16,2,Natural bronze alloy
dca707c4-5be5-48c2-9f45-172c4ff020a2,2,A variety of Yttrian Titanite with Cerium content
43cd8f26-4f97-4981-8b19-7960c92288d0,15,"Named for the Eve, in contrast to adamite, with which it is isostructural"
c82ef898-27f5-4590-8896-1c011a6d8feb,16,"Agate with concentric ring pattern, looking like an eye"
f7cba423-ec3e-44d2-a3b1-e4557b641360,16,A variety of Tiger's Eye with the similarity to falcon's eye
8fd97b5c-cac3-406a-97a0-edd5b5efa0f9,9,A variety of Fluorite that can be mistakenly indetified as amethyst
972d7003-ec80-46c9-8dc1-3f79ab560749,2,The Ca-dominant member of the faujasite series
0f52f8c0-8844-4874-9d29-ee3d4f2ce565,2,The Mg-dominant member of the faujasite series
dc709632-95ba-48ba-b2cb-544b259c43a0,2,The Na-dominant member of the faujasite series
3a1c0c52-a52a-4b31-8d7d-b09a2f7ecff6,2,"A Fe-bearing ""variety"" of olenite."
323e4bb7-0342-4e9c-932b-90b1d979e781,2,"""Pennantite"" with Fe>Mn (thus possibly chamosite)."
b33af8b8-2920-40fc-a0f2-2e7d54293e94,2,A Mg-bearing hastingsite.
f1efc711-12b5-4ef0-b8fe-ed63259dc731,2,Probably a ferrian Molybdenite or a mixture
9fdefa34-dd31-48bd-b17d-940f264a54bf,2,"Named for its chemical composition (Fe, Na, K, Si)."
411f45d7-f788-4d21-9b68-3afd4348fdb0,16,"Literally ""window quartz"" (Fenster from German). Skeletal quartz which has rhombohedral faces appearing like windows."
efddc2eb-3ba0-4d6a-8252-1421a54289ff,2,A ferroan chevkinite
09086de8-6db2-40a4-a562-71cb78985296,2,"For the chemical composition, FERrum, iron, and CHROMium."
3ebcd3d9-ae5e-4817-8f2b-712e9f363252,2,"For its relation to fergusonite, and its dominant cerium content."
30f86288-8cdd-4a41-bf08-9da82080d5b7,18,In allusion to its dimorphous relation to fergusonite-(Ce).
54d155bc-54e3-49ac-a89c-5332b6581782,2,"For its relation to fergusonite, and its dominant neodymium content."
8216eb54-a9a2-4428-8a95-f7fae5a7aaea,18,In allusion to its dimorphous relation to fergusonite-(Nd).
b6c44d48-6c5f-42c4-a69c-3ffc76a88722,2,"For its relation to fergusonite, and its dominant yttrium content."
7e307f9e-6aa5-4400-aa89-ec213e76d07f,18,In allusion to its dimorphous relation to fergusonite-(Y).
e2f5cf3b-7532-4a18-b8e0-5503f948dd6a,2,"For the main chemical components (Fe, Rh, S)."
86cec9c2-8767-4bf0-b596-71c51ba81501,2,"For the principal components, iron (FERrum), OXYgen, and HYdroxyl, in its composition."
1d372fcd-25a5-462b-a314-a152a898b8c7,2,As a Fe analogue of Arrojadite-(BaNa)
1f785550-6435-4da4-870c-f93abc07c919,2,The barroisite group mineral
a2d792a1-778a-4827-98d5-26a7ad2e2f1b,2,Defined as a an amphibole in the cannilloite group of the Calcium subgroup with Mg>Fe2+ and Fe3+>Al in the C position and with (OH) as the dominant anion in the W position
463ce8da-3560-4f39-91bc-590c701a0a57,2,For its relationship to Clino-holmquistite
67b21c13-9fed-46ac-ab92-f4cc411c31c9,2,The barroisite group mineral
8a4f1256-e805-4632-ac2a-ba97202a8239,2,Defined as a an amphibole in the cannilloite group of the Calcium subgroup with Mg>Fe2+ and Fe3+>Al in the C position and with F as the dominant anion in the W position
0345dd78-7dfc-45bc-9903-df979b7c80d8,2,"Na, Mg, Fe, F dominant kataphorite"
721b4300-4690-468d-9121-de292a6fb5f7,2,"Na, Mg, Fe, F dominant leakeite"
6f8f8baf-981d-46f0-bc0e-91419eb44998,2,The nybøite group mineral
e4cca3eb-c9a9-4a67-a3e0-8c8b1044eaa5,2,The pedrizite group mineral
4d813438-0d09-48af-b579-bf64089bbee6,2,The sadanagaite group mineral
f8cfc4e6-977b-462d-8a41-530bb788b12d,2,The taramite group mineral
5e6a3df2-4be2-4135-9f2d-164118b8dbbd,2,Ferri-fluoro-tschermakite is defined as a tschermakite group member with the following dominant elements:  C position: Mg as the dominant divalent cation and Fe as the dominant trivalent cation. W position: F as the dominant anion
93a4e966-58bf-477b-a4ff-85a63467226d,2,As a Fe analogue of Gehlenite
68c39feb-13da-4975-98c0-acfc7e4af4ad,2,"Mg, Fe, OH dominant ghoesite"
9b6dc374-ecc1-442e-8981-14c6f1a9e2ec,2,The holmquistite group mineral
4cfd74b4-5c1e-4da0-9800-d0654c1669ca,2,A ferrian variety of Keramohalite
eb16abb9-7a56-412a-ad9d-0c37bca49260,2,"For an amphibole with sodium and calcium dominant in the A and B sites respectively, ferric iron in the C site and O 2-"
5827bd44-2cc0-42f3-9450-339df1db72fa,2,"Na, Mg, Fe, OH dominant kataphorite"
cffef817-ffb6-48e8-ae78-f7a516fb7103,2,"Na, Mg, Fe, OH dominant leakeite"
a8b317b1-ceff-446c-89b8-de7e18a9e27f,2,As Fe and Mg analogue of katophorite
5f786d85-d4c5-4f9a-8e68-d11368b140a5,2,As Fe and Mg analogue of taramite
695c14c7-7b66-4b91-ab42-b98686f76277,2,As a Fe analogue of Mottanaite-(Ce)
5803dbd0-0059-414a-8ad5-7798c810b4d1,2,The nybøite group mineral
d9c31f49-f530-42b9-92fc-1578b73f50d4,2,Ferri-obertiite is a obertiite root name amphibole in the WO2- dominant amphibole group with Mg as the dominant element in the C2+ position and Fe3+ as the dominant element in the C3+position.
e29838ae-244c-4ab3-a685-e2dcf53ec323,2,Due to its Fe content
fc063f93-eebb-4503-89c8-bded1b585228,2,"Na, Mg, Fe, OH dominant pedrizite"
eb1953b2-efce-418e-8077-7ba79b01ad71,2,The sadanagaite group mineral
f5c2e321-e261-410d-b85f-8eba44c39321,2,The taramite group mineral
875278a3-fe02-4a4e-a966-e51e96b77cf3,2,Ferri-tschermakite is defined as a tschermakite group member with the following dominant elements: C position: Mg as the dominant divalent cation and Fe as the dominant trivalent cation. W position: (OH) as the dominant anion
16c43050-88a6-48fd-aa49-34fdd9b3995b,2,As the Fe 3+ analog of winchite.
048af935-7fa5-4da0-bb90-6c4110ab3253,2,Ce-analog of ferriakasakaite
b168d54c-3fbc-4456-9207-d97531e8b2c5,2,Named for the relation to allanite-(Ce).
808397d0-7b69-4271-affc-de03f72d3998,2,La-dominant analogue of ferriallanite-(Ce)
f8b35918-1b11-415b-b12b-4c095942e3cf,2,A ferrian Allophane.
54b63148-fdf1-485f-8f0e-ff4a70453e42,2,A variety of Chromite
ea5827df-fab8-4abf-832f-1f698263d7be,2,A variety of Garnierite
e3257038-e7b7-4b6c-868d-eb5c9667cef1,2,An Fe-rich variety of halloysite.
a6be6510-b941-4000-b9b1-4443f8806aa2,2,Ilmenite containing up to 33% Fe2O3 in solid-solution in the rhombohedral series Fe2O3-FeTiO3.
79d0ef6a-3642-46ee-87d0-d37ded68c57a,2,Iron-rich variety of Shafranovskite
a2d6f64a-d041-47f0-b95d-2271d223e3cf,2,An iron-bearing variety of variscite.
b1f1b896-8c69-4368-ba26-4821576d3867,2,An iron-bearing wad.
48c9e881-5829-46a0-a180-94da15eb01c7,2,As a Ce Ferriandrosite.
79e87daa-7ed6-44da-954b-031ad0d9ec55,2,Ferriandrosite-(La) is the M1Fe3+ analogue of androsite.
119e1c32-2f8d-47c9-903c-f9ab9e9500a5,2,Signifies the Fe 3+ analog of bushmakinite.
d3bffd62-ef0f-4284-b16d-22fc80f8efe2,2,A variety of Chromite
77f9cf19-a659-4683-89fe-a121b5e4d5b9,2,For the ferric iron member of the copiapite group.
8a44391b-fa61-47a7-b972-eff292898a04,2,Fe3+ analogue of coronadite
399716de-bf48-4b65-819c-28f0796ae6a8,2,Fe-rich Diopside
dec01bc3-d5b2-4fc3-bcba-e579e7e24108,2,The K-dominant member of the ferrierite series.
546f1b41-c5a4-4e2c-8585-37e1342a00e8,2,The Mg-dominant member of the ferrierite series.
00c90cdb-76b5-4355-adb5-91dbcaa0d93a,2,The Na-dominant member of the ferrierite series.
18dc1885-c86c-4208-b908-3936ed9b7342,2,The NH4-dominant member of the ferrierite series.
405f2fe8-e172-4a9e-a9f3-7e22e0f5f20f,2,A variety of Garnierite
0cb574ac-fa9b-411a-8fb5-49894476347c,2,Ferric iron analogue of hollandite.
f5ea6dcf-c18f-481f-9ced-561c11b34356,2,"For FERRIc iron in its composition, and a HYDRated mineral."
f871fb84-2eea-4d6f-ae45-dd8b2f5347d2,2,As the ferric iron analog of lotharmeyerite.
88f76fb8-11cc-4384-9115-9bd6aa0ff46a,2,"For the essential chemical components, FERRIc iron and MOLYBDate anionic group."
c657c823-ebee-4cb8-b34b-73a7219c76c9,2,A variety of Muscovite
5e6683f1-6ad5-43b1-b69c-4a4343f53444,2,"For the essential chemical components, FERRIc iron and sodium, NATRium."
d7e4c3ca-c384-4eee-a4f5-af0f0a9dd46a,2,As the Fe-analogue of perbøeite with Ce in the composition
e99c5131-f051-40ae-beee-162f0a90fdc8,2,As the Fe-analogue of perbøeite with La in the composition
b22a9859-72c8-409d-853c-01b125113b6c,2,Presumably for its FERRIc iron content and relation to pyrophyllite.
b6d873c1-bca6-4a2e-9ec0-33c0b493873e,2,Fe3+-vacancy-analogue of ferrorockbridgeite.
51094807-fe0f-482f-9a7c-8541f9f9bc99,2,Analogue of sanidine bearing Fe3+ instead of Al
ea5fa78e-2d34-457b-a4ff-9236c9f38381,2,As the Fe 3+ -dominant analog of sepiolite.
08be76c4-da82-4af8-ae2e-543e034e83d8,2,For its dominant ferric iron content and relation to sicklerite.
9176135c-0333-44e6-94e9-eacc0fe79dd5,2,"For a slightly ferrian stilpnomelane, but sometimes mistaken as an attempt to rename ferric-dominant stilpnomelane (chalcodite)."
27206d3e-12b6-46ff-8452-135aee1d488d,2,For ferric iron in the composition and its relation to strunzite.
38774c90-c729-4011-82ec-bd6e57a10328,2,For a predominance of Fe3+ over Al and its relation to surite.
575d9676-965e-4ed8-b85d-3a51a34bb7ea,2,For its ferric iron content and supposed relation to symplesite.
acb60db9-a185-4ec9-94d7-f63f5d7096a7,2,An iron(III)-rich variety of Thorite.
b65e17d0-fae5-48aa-9827-3e03b9d56d84,2,For FERRIc iron and TUNGsten in its composition.
3b04e777-d87e-47af-872f-56b452edc934,2,Emphasizes that the mineral is an oxidized equivalent (ferric analog) of vauxite.
e7a6ead2-3eb8-4e98-ba2c-7b0fce555f06,2,Due to its Fe content
e48cf02b-5aa1-4e54-9336-31a763e13633,2,For ferrous iron in its composition and similarity to actinolite.
cc85479a-327c-4c83-a43a-bf431d3f129a,2,For ferrous iron in its composition and similarity to anthophyllite.
36fddf92-8abc-4e8d-8e9e-fefbd7f38bd6,2,For ferroan iron in its composition and similarity to barroisite.
a06c9733-66d5-4e2c-bd4b-ee52c371ef21,2,Defined as a an amphibole in the cannilloite group of the Calcium subgroup with Fe2++>Mg and Al>Fe3+ in the C position and with (OH) as the dominant anion in the W position
143c23b3-913f-49ef-a982-84f4c76f9dfe,2,"Ferro-chloro-pargasite is defined as a pargasite group member with the following dominant elements: A position: Na, C position: Fe as the dominant divalent cation and Al as the dominant trivalent cation, W position: Cl as the dominant anion"
72c1cc68-d7e4-428f-b0f1-29c3751921dc,2,For its relationship to eckermannite.
f1eb3854-62bd-4ef2-ac72-18cd8431131c,2,For its high ferrous iron content and relation to edenite.
694b65cf-c7e0-41e8-9737-1e76d7d206b0,2,The barroisite group mineral
54239a54-2dfe-407d-8338-3440ef549c2b,2,Defined as a an amphibole in the cannilloite group of the Calcium subgroup with Fe2+>Mg and Fe3+>Al in the C position and with (OH) as the dominant anion in the W position
55f75946-3234-4e6f-af92-6721a7c9c3ff,2,The barroisite group mineral
982728bb-42da-4231-a04a-0c6ffa22aa03,2,Defined as a an amphibole in the cannilloite group of the Calcium subgroup with Fe2+>Mg and Fe3+>Al in the C position and with F as the dominant anion in the W position
cc59a66b-8867-4dfc-ba11-11e08fa65fdb,2,Defined as a an amphibole in the magnesio-hornblende group of the Calcium subgroup with Fe2+>Mg and Fe3+>Al in the C position and with F as the dominant anion in the W position
6c4e2175-df9f-4a44-a8c6-988a8674e90a,2,The katophorite group mineral
8745dd2f-9a2c-49d5-aa43-0b7b8fd7baf3,2,For its high fluor and ferrous and ferric iron content and relation to leakeite.
2e1893e1-5530-48cd-bfeb-9b705c1986f8,2,The nybøite group mineral
03cc897c-9bbb-402b-af5d-b33e62cd7350,2,The pedrizite group mineral
9c32f2f2-1a88-43df-a983-5910570aa6a1,2,The sadanagaite group mineral
e753744e-3108-4099-a3e1-884939ea52ad,2,The taramite group mineral
aacd8339-615d-4a25-80b9-e996fd261dff,2,Ferro-ferri-fluoro-tschermakite is defined as a tschermakite group member with the following dominant elements:  C position: Fe as both the dominant divalent cation and trivalent cation. W position: F as the dominant anion
d312fa73-aa81-4b02-8b17-29e887dd4259,2,The holmquistite group mineral
43a62ad2-f8d3-41ab-a916-fca055cd2d25,2,Signifies an amphibole in the compositional range of hornblende with essential Fe 2+ > Fe
35891a9f-9d1b-4f41-96f2-8ea3670e0b32,2,The Fe 2+ and Fe3+ dominant katophorite
6b566c07-e5bb-49e9-800b-f8d597c5551b,2,The Leakeite group mineral
e901f7bb-1e26-4330-8704-8e41e22f5621,2,Signifies an amphibole in the compositional range of nyboite with a dominance of Fe 2+ and Fe3+
3c2a670b-1384-4b2c-8247-601ba9b888d2,2,To conform to IMA nomenclature for a ferrous (ferro)-dominant analog of Obertiite.
b3ad5638-42d9-45e5-b1bf-b47db6909b0f,2,The Fe 2+ and Fe3+ dominant pedrizite
90b4ae27-9841-4b8c-8575-deae39a6de2e,2,The sadanagaite-group mineral
5c231d3f-7c74-4e49-8c67-3ea4a30cc1ef,2,The taramite group mineral
012576e7-13a8-493e-a398-61077d1aa278,2,Ferro-ferri-tschermakite is defined as a tschermakite group member with the following dominant elements:  C position: Fe as both the dominant divalent cation and trivalent cation. W position: (OH) as the dominant anion
f6df8877-3e6d-458f-953a-4020b1039470,2,The winchite-group mineral
438844b0-cae3-473f-a4d7-31b90c189d84,2,As a member of Tremolite-Actinolite Series Group
e9ddf58f-f213-4995-a214-d81bff7ebb64,2,The barroisite group mineral
47ca8d7c-c3cb-4198-9ee1-5799008d9822,2,Defined as a an amphibole in the cannilloite group of the Calcium subgroup with Fe2+>Mg and Al>Fe3+ in the C position and with F as the dominant anion in the W position
b4e3b84e-bb55-4a88-8122-0f88ab7c011a,2,The eckermannite group mineral
4e5efdcc-9895-4659-959c-d7a55564e247,2,"The minerals in the edenite group is defined with A(Na+K+2Ca)≥0,5 apfu and C(Al+Fe3++2Ti)≤0,5 apfu and with (OH), F or Cl in the W position."
2f8fd3dc-0a44-4f55-a368-f9ea9858c59b,2,Ferro-fluoro-glaucophane is defined as a member of the glaucophane group with Fe2+>Mg in the C2+ position and F in the W position.
76965e81-185e-4d32-9fca-4e3cdc013bbf,2,Defined as a an amphibole in the magnesiohornblende group of the Calcium subgroup with Fe2+>Mg and Al>Fe3+ in the C position and with F as the dominant anion in the W position
0222664d-1db1-4814-b616-0d3e250be724,2,The katophorite group mineral
7a869cb6-ac00-4d92-805f-0fb87a1afdb2,2,The Leakeite group mineral
7e9c5485-c213-41b5-b567-db770f0cec2c,2,The nybøite group mineral
c5161fe1-65ac-40d2-a384-d078031965f7,2,"Ferro-fluoro-pargasite is defined as a pargasite group member with the following dominant elements:  A position: Na, C position: Fe as the dominant divalent cation and Al as the dominant trivalent cation. W position: F as the dominant anion"
914c65c5-f040-4245-a9ad-d2a4b19803ca,2,For its composition and relationship to pedrizite.
3ba67e9b-c8ae-4421-b53a-3a94467400b2,2,The richterite group mineral
67d0b1a7-7d9f-4fa0-8157-5f9b92c11b54,2,The sadanagaite group mineral
cb4bb6b7-36a2-4f99-a4c4-d6445db9fb83,2,The taramite group mineral
ce9acc12-e647-4f41-a84e-c196c8497965,2,For ferrous iron and fluorine in its composition and relation to tschermakite
bcd2b1e4-6e57-4c87-a8d1-a367d3b6586d,2,The winchite-group mineral
4607f677-fafd-41d3-b29c-ed6adba7b3b3,2,For ferrous iron in its composition and similarity to gedrite.
a9acab00-b159-437a-b63a-6907b517f96b,2,For its high ferrous iron content and similarity to glaucophane.
a505459f-c3c9-4dcb-acf3-8291a30e44cc,2,A variety of Goslarite contains Fe'' in substitution for Zn.
b963c1b4-73ed-498b-b41f-b3d95601a92e,2,For its high ferrous iron content and similarity to holmquistite.
e7a79437-526a-4827-b4bd-e705e4b70540,2,For its ferrous iron content and relation to hornblende.
f7914b09-a60e-4216-bf2d-24956d6badcd,2,For its high ferrous iron composition and similarity to kaersutite.
9ab15442-9c13-4888-ac30-0b94042e7c9a,2,The Fe 2+ and Al dominant katophorite group mineral
fe267ea7-162d-4738-a9b2-55a8f0429822,2,The Leakeite group mineral
16346976-1a04-44d0-ac74-389e6cadce5a,2,For its relationship to Nybøite
1cbe610a-7e6c-4740-86d3-cd5dcda36227,2,As a Fe analogue of obertiite
7a27ccc5-426e-4129-8624-7916c436fba5,2,For its high ferrous iron content and relation to pargasite.
c0e71c0f-f3c3-48fc-914a-e3ec54925e39,2,As the Fe 2+ -dominant analogue of pedrizite.
e15163db-a405-4e12-81c2-119c997a59e0,2,For the ferrous iron in its composition and similarity to richterite.
1673d185-e181-4731-88ed-9effa76b6196,2,The sadanagaite group mineral
ad0271f5-012a-4c50-85ad-5d817b61a45d,2,For its dominant content of ferrous iron and relation to taramite.
7ede770a-58d5-4d7f-add3-8c4b6aa61eef,2,For ferrous iron in its composition and relation to tschermakite.
6fbba5fd-4565-46b1-9163-0eadfa831a85,2,For its relationship to winchite
ebcdef6e-4130-4ff2-9805-abf0d635e6d1,2,For its dominant content of ferrous iron and relation to alluaudite.
d3a11f2a-c4e3-40ba-8a78-20271665f341,2,For its chemical and structural relationship to the Alluaudite Group.
2fb2d07f-a2c7-4f66-beca-0ba745c1c584,2,"For its composition, ferro- and alumino-, and the relationship to celadonite"
381ed10e-e4f4-460b-a171-88914dba08ca,2,An iron-rich variety of amesite.
878dd40e-cd4e-4ace-aec4-403b386daadb,2,A variety of Arthurite
6c3e0ffb-5a9c-46d2-9de9-da5c4a80e7cc,2,An iron-rich boothite.
7e67c90a-835a-4a1f-99c2-f7e7c657e15a,2,A variety of Boracite
7e6984e7-02b8-47f6-ac04-1e8534604aed,2,Ferroan Calcite
5e0985c7-1606-4f0e-9c6e-b45ec4390a32,2,A cobaltite containing some iron.
229a5ce1-a242-47a0-a2f1-6dfe81ca7ba4,2,"Fe-bearing, relatively common variety of dolomite."
19a47ce4-a8b7-4025-a634-465f936795c8,2,An iron-bearing variety of epsomite
636c99c4-5cff-41c4-b8ab-c9b10c16e9b6,2,An iron-bearing variety of Magnesite.
f1b2e201-2466-4c0c-833b-bc13971ab1d4,2,A variety of Phlogopite
4f712e6b-ecd3-4ded-9a84-4ac6d5b3fa34,2,A variety of Platinum
abfe1439-6ea3-436c-86db-de0356ea970e,2,A variety of Saponite
d93897c9-5268-4a3f-8b75-f7d5e50bc0f4,2,A variety of Starkeyite
c4e07d98-158c-4ee3-9d95-fd13cc1aef02,2,A variety of Zakharovite
1c13d44a-03ca-4c10-870c-5d690a693e91,2,Named as a ferroan Augite
eca0844b-8dd5-475a-96b6-fa99b9c93d73,2,For iron dominance in the formula
2e9014e5-286c-454f-bc31-db9976c4090e,2,The ferrous iron analogue of bobfergusonite.
76aa92f3-6a07-4803-a65e-d388a2b3f624,2,For FERROan iron in its composition and its relation to bustamite.
f3d6ff88-901c-45c5-9153-d75226d96d46,2,The FERROus iron analogue of carpholite.
1a00153f-6ba3-44ac-85ef-da5e475464f2,2,For its composition as the ferrou- analog of celedonite
5ffe5f74-9bfa-4f54-bb0c-a284882e7cad,2,As the iron (ferro) analog of chiavennite.
54fbcc2f-6f4b-4944-86a9-0ff5dc6f006a,2,Fe analogue of efremovite
5766b732-6a15-4fc7-ad58-880a6def016a,2,As the Fe 2+ analogue of ericssonite.
bb62b658-d45e-4bd9-988e-d84b391d1ea0,2,For being the iron analogue of hagendorfite.
7bc05614-d7d5-49aa-8838-c8eb6fd38fda,2,The iron analogue of hexahydrite
e0546714-5ce8-4b87-b7bb-a2493835e335,18,2N2S polysome
757a7a67-1735-4d3f-ae30-d7d9329e3d2e,18,6N12S polysome
a4b94c3a-4f14-4bf1-a244-eba9bb84dec8,2,As the iron-dominant (ferro) analog of indialite.
bde7739d-52a1-4d23-aaa8-97ccedd7a4cb,2,Named as the Fe-analogue of kentbrooksite
7163abac-a561-4cdd-a958-03943eff11e5,2,"For its content of iron, ferrum, and relation to kësterite."
8f2ea7af-b0d0-41ee-9d17-a40e3aa0b8dc,2,The name reflects the mineral’s iron content and its relationship to Kinoshitalite
