mineral_id,language_id,meaning,stem_1,stem_2,stem_3
9d58b760-db65-48ee-8a28-5324c32000d5,191,"From the Greek χαλκός ""copper"" = ""hairy copper"" and for redness, in allusion to its colour","""χαλκός""=Greek, Ancient (to 1453), copper","""Pyrrhos""=Greek, Ancient (to 1453), redness",
663fa1c6-4d2f-4bbf-a7c2-ac70a54cda25,191,"From the Greek for copper and iron, for those elements in the mineral's composition","""Chalkos""=Greek, Ancient (to 1453), copper","""Sideros""=Greek, Ancient (to 1453), iron",
cb70ad0e-3476-4fbe-9946-1af6ea64a072,191,"From the Greek ""chalkos"", copper and stibium, antimony.","""Chalkos""=Greek, Ancient (to 1453), copper","""Stibi""=Greek, Ancient (to 1453), antimony",
544c8bbd-d346-4d3a-99fc-cbe738b6a33a,191,"From the Greek ""chalkos"", copper and Thallium.","""Chalkos""=Greek, Ancient (to 1453), copper",,
0b8188fc-cc39-4548-ae36-baadbb49dc70,191,"From the Greek θρίζ ""hair"" and χαλκός ""copper"" = ""hairy copper""","""θρίζ""=Greek, Ancient (to 1453), hair","""χαλκός""=Greek, Ancient (to 1453), copper",
2bfb3fd5-0fbe-41e4-8124-cf233c0d260a,191,"Middle English, from Old English cealc, from Latin calc-, calx lime; akin to Greek chalix pebble","""chalix""=Greek, Ancient (to 1453), pebble",,
594c2912-8622-4201-80e4-7585ec75a96d,191,"From the Greek χάλυψ, steel, because the mineral contains iron and carbon, the components of steel","""χάλυψ""=Greek, Ancient (to 1453), steel",,
f3ad0868-71e8-45a8-ae9f-138923eac920,98,"From the Chinese word for the Great Wall, situated nearby the occurrence.","""Changcheng""=Chinese, the Great Wall",,
31dbbc51-afe8-4564-a007-d55e956731e9,152,"""Chert, perhaps originally chirt, is believed to be a local English term that was taken into geological use. It may be of onomatopoeic origin. The name chert may be of more recent origin than flint, and unlike flint, is not found in literary usage. It was well established in meaning in 1679 ..."" (Frondel, C., 1962, The System of Mineralogy, v. 3, John Wiley & Sons, p. 223.)",,,
25f3fba1-014f-492a-9c49-67e90233bcdb,191,"The name is derived from the Greek word ‘chiastos’, which means cruciform, cross marked, or crosswise.","""chiastos""=Greek, Ancient (to 1453), cruciform",,
d9c1c18a-9cc6-4d0c-aa50-0851f0323013,191,"For snow and stone, as compared to cryolite, ice-stone.","""Chios""=Greek, Ancient (to 1453), snow","""Lithos""=Greek, Ancient (to 1453), stone",
6c0ec2a4-c1e6-4d70-a66c-f478d11bfa2d,191,"Named in 1845 by August Breithaupt for the Greek χλοανθηζ, ""turning green"" or ""budding"" because the mineral frequently develops a green coating (of annabergite).","""χλοανθηζ""=Greek, Ancient (to 1453), turning green",,
c1721b63-c021-4da1-8d91-45912ce2a4f9,191,From the Greek meaning Green star stone,"""Chlor""=Greek, Ancient (to 1453), green","""Astro""=Greek, Ancient (to 1453), star","""lite""=Greek, Ancient (to 1453), rock"
7d8d7456-bc41-4ce4-9d50-0ebdfb4feb9a,191,From the Greek - A dark green to black,"""Chlor""=Greek, Ancient (to 1453), green","""μελανός""=Greek, Ancient (to 1453), black",
d01e03ab-b106-45aa-9aa4-fa6da5e0dfcd,191,"For green, in allusion to its colour, and for moon, for its selenium content","""Chloros""=Greek, Ancient (to 1453), green","""Menos""=Greek, Ancient (to 1453), moon",
f63d7c39-bc20-4e16-86d5-84c006bf7ff3,191,"The name comes from chloros, green, and φαίνεσθαι, ""to appear""","""Chlor""=Greek, Ancient (to 1453), green","""φαίνεσθαι""=Greek, Ancient (to 1453), to appear",
9f52e6aa-047c-407b-a1d2-78b04aca231d,191,"For green and purple-red, alluding to the mineral's colours in natural and artificial light.","""Chloros""=Greek, Ancient (to 1453), green","""Phoenikos""=Greek, Ancient (to 1453), purple-red",
1d613799-c53f-423f-b196-7bdc1f826578,191,A deep green variety of Corundum (saphir),"""Chlor""=Greek, Ancient (to 1453), green",,
deb95694-c348-439a-824c-4dfae137c7af,191,For chlorine and sulphur in the composition.,"""Chloros""=Greek, Ancient (to 1453), green","""Theion""=Greek, Ancient (to 1453), sulfur",
47894be8-d7be-49bb-aede-ec79de90808f,191,"For  the Greek ""chloros"", for green, its common colour.","""Chloros""=Greek, Ancient (to 1453), green",,
040f4ef7-315e-43a5-87f9-c7716d02d557,191,"For  the Greek ""chloros"", for green, its common colour.","""Chloros""=Greek, Ancient (to 1453), green",,
2e245a00-6c20-4167-b3d8-8f3882c092cb,191,"For green and blade or straight sword, for the typical crystal habit.","""Chloros""=Greek, Ancient (to 1453), green","""Xephos""=Greek, Ancient (to 1453), blade",
91df5d9e-153a-43ba-950f-b3639cd782a6,351,"From choloa, for evasive, the mineral having been undetected for many years.","""Choloa""=Nahuatl languages, evasive",,
5eff85c3-f8a4-4144-ba64-7a3085debe6c,191,"Meaning grain, alluding to its occurrence in isolated grains","""Chondros""=Greek, Ancient (to 1453), grain",,
ea482f1f-320a-4e21-9042-0cb5a39a4bbc,169,From Old French ocre and its source Latin ōchra,"""Ocre""=French, Old (842–ca. 1400), yellow",,
30e5712e-8148-4718-91b2-2832040e0390,191,"From chroma, colour, as all chromium compounds are coloured","""Chroma""=Greek, Ancient (to 1453), colour",,
d2cad6ce-6831-4872-afff-42844990f436,191,"The name alludes to the composition and micaceous cleavage (phyllos, for leaf)","""Chroma""=Greek, Ancient (to 1453), colour","""Phyllos""=Greek, Ancient (to 1453), leaf",
1dd77c54-c1db-454c-b036-f7ed24ddf415,191,"For golden, in allusion to the mineral's colour, and beryl","""Chrysos""=Greek, Ancient (to 1453), golden","""Beryllos""=Greek, Ancient (to 1453), blue-green",
fb33c934-57d8-4a55-9f09-4c1e258fecbd,191,"For gold and glue, for a substance used in the soldering of gold, including chrysocolla as well as other blue and green minerals","""Chrysos""=Greek, Ancient (to 1453), golden","""Kolla""=Greek, Ancient (to 1453), glue",
139f2b4c-873c-4486-b2a3-f0b36739c257,191,"The name Chrysolite is derived from the Greek words χρυσός - gold and ""lithos"" - stone","""χρυσός""=Greek, Ancient (to 1453), gold","""λίθος""=Greek, Ancient (to 1453), rock",
2769945b-4a6c-4178-b56f-0efbb0607a9b,191,"The word chrysoprase comes from the Greek χρυσός chrysos meaning 'gold' and πράσινον prasinon, meaning 'green'","""χρυσός""=Greek, Ancient (to 1453), gold","""πράσινον""=Greek, Ancient (to 1453), green",
19557849-4459-4e79-bf6a-06fc5e602763,191,For its bright golden-yellow colour and the presence of thallium as a species-defining constituent.,"""Chrysos""=Greek, Ancient (to 1453), golden",,
002b6a8c-8f01-4d7a-b746-a3643babfc47,191,"From the chrysos - ""gold"" and tilos - ""fiber.""","""Chrysos""=Greek, Ancient (to 1453), golden","""Tilos""=Greek, Ancient (to 1453), fiber",
0f3a0e40-6f91-4b87-bae8-30d4e26d3db0,191,"The name comes from Ancient Greek: κιννάβαρι (kinnabari), a Greek word most likely applied by Theophrastus to several distinct substances.","""kinnabari""=Greek, applied by Theophrastus to several distinct substances",,
46a91613-77a4-47f5-b2a4-ab0189e430a0,234,"From Italian (marmo) cipollino, from cipollino, masculine variant of cipollina, diminutive of cipolla “onion”; so called because the marble's wavy veins suggest the layers of an onion","""cipolla""=Italian, onion",,
655feb63-6b18-4c91-979a-447766ebf4f9,191,"Ancient Greek ""Kirros"" - (Pale) Yellow - because of colour. Uncertain","""Kirros""=Greek, Ancient (to 1453), yellow",,
fe5d2136-e620-4bfd-b331-b3e8945daab0,413,"As a clear variety of opal, where 'claro' was trasfered from Portugese","""claro""=Portuguese, clear",,
1e10f258-600e-421a-a276-9f0ab023dcf1,191,"The derivation of the name from Greek κλειζ = fame and φαινερθαι ""to appear"" is uncertain. Possibly because it was appeared or was well-known at the type locality, Franklin, New jersey, USA.","""κλειζ""=Greek, Ancient (to 1453), fame","""φαινερθαι""=Greek, Ancient (to 1453), to appear",
dbfa6de1-5f41-4cde-89eb-c273a94a2952,191,"For its inclined optic axes and the Greek ""chloros"", for green, its common colour.","""Clino""=Greek, Ancient (to 1453), to incline","""Chloros""=Greek, Ancient (to 1453), green",
135a4acc-3411-46dc-afe7-164dc1355654,191,"Chrysotile from the Greek ""chrysos"" - gold and ""tilos"" - fiber; clino in reference to the mineral's crystallization in inclined axis crystal systems.","""Clino""=Greek, Ancient (to 1453), to incline","""Chrysos""=Greek, Ancient (to 1453), gold","""Tilos""=Greek, Ancient (to 1453), fiber"
11b97381-a3d3-41ab-93ba-77e4940aa591,191,"From the Greek ""klino"" for incline and ""klas"" to break, remarking the oblique basal cleavage.","""Clino""=Greek, Ancient (to 1453), to incline","""Klas""=Greek, Ancient (to 1453), to brake",
542dc7bb-7a21-4049-bdd8-3d93c6c482e7,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
bd8483b2-a62b-4f68-a5de-9ddb3389bc14,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
ad3bb763-ba46-4bf5-94b0-18017a6c06c8,191,"From the Greek ""klino"", for incline, and ""hedra"", for face, for the inclined facial character of the crystal morphology.","""Clino""=Greek, Ancient (to 1453), to incline","""Hedra""=Greek, Ancient (to 1453), face",
738db144-19ef-46fc-bbd5-0c82fa04ec9b,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
60a2899b-7eb7-4541-acb7-ab4ee829f62a,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
f9f9b185-26c8-4e74-9242-843fcf65935e,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
78101a75-c62b-4cdd-aefb-43d5ea491073,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
ff06edcf-b22f-4515-a922-f405df2192c5,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
c717bd0a-fc71-4557-93be-8cfb33958dc0,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
707d07ac-c2ad-411a-bf0b-5493ca9238cc,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
afdb1e74-4fc9-40f1-9d7b-f4a2c9dea4da,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
909629a9-fb1b-45f4-a265-612a038faebb,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
0c2bc97e-8a2b-4fdd-8cd7-c1f7cd8ba85c,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
8031a7a3-808b-43d9-85cf-da9b66c6688b,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
ac2db3e6-75f1-4c82-8632-7f8a04decd66,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
cea5e64b-07e7-4cf4-8469-c1ca7a215aef,191,"From the Greek ""klino"" for incline","""Clino""=Greek, Ancient (to 1453), to incline",,
e72de627-ec88-4750-ad19-fe2e09ff1a13,152,"The word originally took the form col in Old English, from Proto-Germanic *kula(n), which in turn is hypothesized to come from the Proto-Indo-European root *g(e)u-lo- ""live coal"".",,,
b6c6535b-3b34-4b43-82ac-bb0e7efe16ce,182,"From the German, Kobold, ""underground spirit"" or ""goblin,"" in allusion to the refusal of cobaltiferous ores to smelt properly, hence ""bewitched.""","""Kobold""=German, underground spirit",,
0f2222a4-e103-4d36-beba-f5ddccfbc199,191,for moon,"""Menos""=Greek, Ancient (to 1453), moon",,
122b4d33-d1af-4494-b8af-c51417be38b5,288,"from Latin 'coccineus', 'scarlet', for its color","""Coccineus""=Latin, scarlet",,
d7991721-4a10-49a8-a4f4-c7681e9ec0a4,191,"The name is derivated from the greek words for grain, κοκκος, and λίθος, rock, and it occured as massive granular concretions of anhedral to subhedral grains, loosely aggregated together, and frequently separated simply by the press of a finger.","""κοκκος""=Greek, Ancient (to 1453), grain","""λίθος""=Greek, Ancient (to 1453), rock",
5c0c0e71-0c28-4f62-b76e-f59ffa26c82d,191,"From the Greek for ""coeruleus"" for ""blue"" and ""lactis"" for ""milk"", for its typical colour.","""Coeruleus""=Greek, Ancient (to 1453), blue","""Lactis""=Greek, Ancient (to 1453), milk",
a9be5f79-6a30-4c33-8c67-0575896b654d,191,From the Greek roots κολλα (= glue) and φαινεσθαι (to appear) referring to the appearance of the mineral.,"""κολλα""=Greek, Ancient (to 1453), glue","""φαινεσθαι""=Greek, Ancient (to 1453), to appear",
0a5a02dc-d88b-4390-87f5-95d5c0a30760,167,"The French name is in allusion to the mineral's visual appearance to a resin ""colophony"" (also known as colophonia resina or Greek Pitch). Also spelled kalophonit","""colophony""=French, resina",,
0574bce4-4706-4173-9309-f5656d8a397f,191,"From the Greek ""konis"" (powder) and ""chalkos"" (copper), as both elements are essential to the composition.","""Konis""=Greek, Ancient (to 1453), powder","""Chalkos""=Greek, Ancient (to 1453), copper",
6c6a0b53-6701-49b1-8fc1-0d153f8e2483,191,"From Greek ""kyprios"", of Cyprus, the location of ancient copper mines","""Kyprios""=Greek, Ancient (to 1453), Cyprus",,
c63a2ef5-64f5-47d1-ac1b-dea7ff8335c8,191,"The name is derived from the Greek words κόπρος (kopros, meaning ""dung"") and λίθος (lithos, meaning ""stone"").","""κόπρος""=Greek, Ancient (to 1453), dung","""λίθος""=Greek, Ancient (to 1453), stone",
9b8e3660-ea2f-463d-a393-d46eb1fa1247,191,"Middle English, from Anglo-French, from Latin corallium, from Greek korallion",,,
f9d88b59-7913-44c3-89ba-d9ae00bb29e4,191,"From the Greek for club, in allusion to its typical clublike crytal habit","""Cordule""=Greek, Ancient (to 1453), club",,
587ad3c2-daff-4819-937d-63af7494c81f,288,Latin corona crown + English -ene,"""corona""=Latin, crown",,
8202181a-49c9-4766-81d9-d58b784d64d1,439,"Probably from the kurivinda, for ruby, through the Tamil kurundam","""Kurivinda""=Sanskrit, ruby",,
221d3ce1-2872-4100-9f0b-d7c600e1268d,288,"For raven, in allusion to the similarity of the mineral?s colour to that of a raven","""Corvus""=Latin, raven",,
014871ef-3427-45d5-8976-f0ff2ecbfc02,191,"From Greek krokyd-, krokys nap on cloth (akin to Greek krekein to weave) and the word lite, meaning rock","""krokyd""=Greek, Ancient (to 1453), cloth","""lite""=Greek, Ancient (to 1453), rock",
ceca3417-a375-451d-8edf-48eb7f5806aa,191,"For saffron, an allusion to the distinctive red-orange colour","""Krokos""=Greek, Ancient (to 1453), saffron",,
d53808da-ac59-45f1-97e6-8822647d7ea6,191,"The mineral name is based on two Greek words, κρύος, cold or ice, and βóστρυξ, curl, reflecting the typical appearance: visually, anthodites of the mineral are very similar to ice curls.","""Kryos""=Greek, Ancient (to 1453), ice","""Bostryx""=Greek, Ancient (to 1453), curl",
e45cb221-c5ef-4063-a549-477022cb8da9,191,"For ice and stone, alluding to its appearance","""Kryos""=Greek, Ancient (to 1453), ice",,
3ae033f8-b92d-4fe7-885f-34233d235f06,191,"Crypto for ""hidden"" and ""chalkos"" for copper in allusion to its composition","""Kryptos""=Greek, Ancient (to 1453), hidden","""Chalkos""=Greek, Ancient (to 1453), copper",
bce5c0e8-933c-44f2-bfc4-07e159192b7e,191,"For concealed and salt, for being admixed with sal ammoniac","""Kryptos""=Greek, Ancient (to 1453), hidden","""Halite""=Greek, Ancient (to 1453), salt",
ad8ebd34-4e15-423e-adc0-5dd3d5f80cef,191,"For hidden and black, alluding to the mineral's obscure identity as one of several black mineral species in psilomelane, the collective term for hard manganese oxides","""Kryptos""=Greek, Ancient (to 1453), hidden","""Melaina""=Greek, Ancient (to 1453), black",
1b90db25-ee43-46f1-a52e-ca1ac2002e03,191,"been derived from the Greek words κρυπτοζ (concealed) and ϕυλλον (leaf), which emphasize its layered structure (phyllosilicate) in combination with a lamellar habit","""Kryptos""=Greek, Ancient (to 1453), hidden","""Phyllos""=Greek, Ancient (to 1453), leaf",
f6d37797-23ae-494a-8f92-41badddcb871,475,"Cuatrocapaite-(K) is named in allusion to the structure, which consists of four (cuatro in Spanish) different types of layers (capa in Spanish): (1) [K, (NH4)], (2)[(Na,Mg,□)3(H2O)16], (3)[As2O3] and (4) [Cl6]. The -(K) suffix indicates the dominant cation in the large-cation layer. The IPA pronunciation of cuatrocapaite is (/kwa: troʊ 'ka: pa: aɪt/).","""Cuatro""=Spanish, four","""Capa""=Spanish, layer",
710986f0-c7ad-4779-8487-930172dc4777,475,"The name cuatrocapaite-(NH4) is in allusion to the structure, which consists of four(cuatro in Spanish) different types of layers (capa in Spanish): (1) [(NH4),K],(2)[(Na,Mg,□)3(H2O)16],(3) [As2O3] and (4) [Cl6]. The -(NH4) suffix indicates the dominant cation in the large-cation layer. The IPA pronunciation of cuatrocapaite is (/kwa: troʊ'ka:pa: aɪt/).","""Cuatro""=Spanish, four","""Capa""=Spanish, layer",
4becd3a2-cb46-42b9-b090-e17e6aa7412b,288,"From the Latin ""cuprum"", for its copper content","""Cuprum""=Latin, copper",,
f7036246-4327-4759-b2fe-96856bfeac8d,191,"From ""cuspis,"" for a spear, the characteristic shape of the twinned crystals","""Cuspis""=Greek, Ancient (to 1453), spear",,
5695be02-82a5-4752-9ea2-e853c5a158f9,351,"For something yellow, in allusion to the colour.","""Cuztic""=Nahuatl languages, something yellow",,
4cd8fefb-ae5d-4c28-ad4b-dcb8e418c53c,191,"From the Greek κυανός for ""blue χαλκός for copper","""κυανός""=Greek, Ancient (to 1453), blue","""χαλκός""=Greek, Ancient (to 1453), copper",
378a93cc-c599-4e70-8bf9-453ca2ed7338,191,"For blue and colour, in reference to its appearance in white light.","""Kyanós""=Greek, Ancient (to 1453), blue","""Chrósis""=Greek, Ancient (to 1453), colour",
c3a45453-dbd9-4f23-ad6b-9adc71dbc99d,191,"For blue and a leaf, in allusion to the colour and habit.","""Kyanós""=Greek, Ancient (to 1453), blue","""Phyllos""=Greek, Ancient (to 1453), leaf",
e3145c8e-36e2-46a4-a79e-2454d4d3f0ba,191,"For blue and hair, in allusion to the typical colour and habit","""Kyanós""=Greek, Ancient (to 1453), blue","""Thríx""=Greek, Ancient (to 1453), hair",
4ef9e21c-b1f6-49ba-90bb-e05729e29fe7,191,"From Ancient Greek κῡμ- (kūm-), the short stem of κῦμα (kûma, “wave”) + -φανης (-phanēs, “-showing”).","""κῦμα""=Greek, Ancient (to 1453), wave","""φανης""=Greek, Ancient (to 1453), showing",
7cf4d1d6-c6fd-450d-919e-6bee071a2f77,288,"The historical name cyprine derived from Latin cuprum, copper","""Cyprine""=Latin, copper",,
044b0d9f-592a-469b-b785-f6439f4ae169,191,"From the Greek κνρτος, for bent.","""κνρτος""=Greek, Ancient (to 1453), bent","""lite""=Greek, Ancient (to 1453), rock",
563b5e9f-c44d-4cec-8888-c963ac26c18e,191,From Greek daphnē laurel,"""daphnē""=Greek, Ancient (to 1453), laurel",,
de1a37d1-11f4-48ab-94a2-03f61dc371c2,191,In reference to the granular structure of a massive variety,"""Dateísthai""=Greek, Ancient (to 1453), to divide",,
a2380e1f-59d0-460b-a1cd-c9deccdc5e59,191,"After the Greek letter ""Delta"" since the characteristic triangular cross-section of its ""crystals"" resembles that character.","""Delta""=Greek, Ancient (to 1453), triangular",,
0deb4506-8645-4a09-9ca6-b41c6c5a5c31,191,"For Greek ""Delta"" - variation of, alum for aluminium - aluminium oxide. Uncertain","""Delta""=Greek, Ancient (to 1453), variation of","""Alum""=Greek, Ancient (to 1453), aluminium",
a05cc090-ec47-4fdf-b6d5-946774701844,182,"Named by Nils Gustaf Nordenskiøld from the archaic German word ""Demant"" which means ""diamond"" in allusion to its very high brilliance resembling that of diamond.","""Demant""=German, diamond",,
93b124ee-9770-4869-80d9-30a8e703a45b,191,"From Greek ""Dia"", apart or distinct from, in allusion to its difference from boleite","""Dia""=Greek, Ancient (to 1453), separate from",,
b1499013-44e8-4234-ae8c-164f2b6765c8,191,"For a successor, as it typically is formed from earlier phosphates","""Diádochos""=Greek, Ancient (to 1453), successor",,
6ea0d131-9a29-4858-a5ce-c3ac35c7415a,167,"From the French ""C'est à dire, diffèrence"" [from amphibole or feldspar].","""C'est à dire, diffèrence""=French, from amphibole or feldspar",,
2c3cddbc-cabf-455d-a8d9-dc40a81049d4,191,"From the Greek διαλογή, doubt, in allusion to the initial uncertainty of its composition.","""διαλογή""=Greek, Ancient (to 1453), doubt",,
c3fcdac2-a5d7-4d26-a840-62e2fa75cb9d,191,A corruption of the Greek for invincible,"""Adamas""=Greek, Ancient (to 1453), invincible",,
aeea4df9-58bc-4407-a2bd-47fbed55408a,191,"For difference, as being distinct from freieslebenite","""Diaforá""=Greek, Ancient (to 1453), difference",,
4be7675f-be8d-4220-b17e-f331301c3b68,191,In allusion to its decrepitation under the blowpipe,"""Diaspeírei""=Greek, Ancient (to 1453), scatter",,
e4d78ccf-6d96-4cf4-9cbd-1aef45a3c029,191,"For two kinds or sexes, in reference to the presumed presence of both cuprous and cupric ions","""Digenus""=Greek, Ancient (to 1453), two kinds",,
e661e122-44c1-4ae7-b6bc-5176d806f829,191,"For two and form, in reference to the two forms in which the species was thought to occur","""Dýo""=Greek, Ancient (to 1453), two","""Morfí""=Greek, Ancient (to 1453), form",
18eca978-4862-4356-837c-b3de8a667e1f,191,"For double and appearance, apparently for two possible orientations of the prism zone","""Dýo""=Greek, Ancient (to 1453), two","""Opstz""=Greek, Ancient (to 1453), appearance",
b5c051a2-757f-4b9c-b89c-e7a3213d3b0b,191,"For through and to see, as the cleavage directions may be seen on looking through the crystal","""Diá""=Greek, Ancient (to 1453), through","""Optomai""=Greek, Ancient (to 1453), vision",
e0ebb854-9786-4713-adc4-6f0e809f074a,191,"From the Greek for twice over, for a magnesium analog of allanite being described twice.","""Dissakis""=Greek, Ancient (to 1453), twice",,
c33c4951-d59d-4725-9adb-74dcedcd4d73,191,"From the Greek di, for two, and xenos, for stranger, in reference to the then unique association of silica and arsenious oxide in the mineral.","""Dýo""=Greek, Ancient (to 1453), two","""Xenos""=Greek, Ancient (to 1453), stranger",
db12b4ab-abe3-4777-ba7e-dfdc97cf86f5,191,"From the Greek for fallacious and to appear, in allusion to a physical appearance nonsuggestive of the composition.","""Dolerós""=Greek, Ancient (to 1453), fallacious","""Fainesthai""=Greek, Ancient (to 1453), appear",
f8428d20-bc0e-4088-a19f-30b2911bc0d4,167,"The name is a concatenation of the French word ""doré"", for the mineral's golden yellow colour, and Allchar, the type locality in Macedonia.","""Doré""=French, golden yellow colour",,
0854151c-6b99-4b92-bdfd-c0332e672bcb,191,"From the Greek δυσαυάλυτος, hard to undo, in allusion to the difficulty of analysis.","""δυσαυάλυτος""=Greek, Ancient (to 1453), hard to undo",,
d661a3fc-03c4-401a-a79b-a7a0d1c7c718,191,For a bad alloy,"""Dyskrasía""=Greek, Ancient (to 1453), bad alloy",,
74654043-8178-49a7-a8d3-8c787be457bc,191,"From Greek dysōdēs ill-smelling (from dys- + -ōdēs, from ozein to smell)","""dys""=Greek, Ancient (to 1453), ill","""ozein""=Greek, Ancient (to 1453), to smell",
08ede4d3-055f-478a-8065-564806989f83,191,From the Greek δυσμουζ suggesting the dull luster of the mineral.,"""δυσμουζ""=Greek, Ancient (to 1453), dull luster",,
5e9fbb30-64ae-4f9c-a262-97ccbf3b1de5,191,"For unusual, in allusion to the composition","""Ekdimos""=Greek, Ancient (to 1453), unusual",,
988ba936-be94-40cc-9e2e-f60f11574ec7,182,"A German term, translating to Iron Quartz. ""Kiesel"" was originally a term for quartz, but has changed meaning over time. In today's use, the word mostly refers to a pebble. On the other hand, silicic acid is still called ""Kieselsäure"" in german, because it is derived from quartz as its anhydride","""Kiesel""=German, quartz",,
1baaca1e-0726-49c7-887d-16e895534e07,191,"From the ""ekplexis"" to surprise, apparently alluding to the surprising combination of elements in its chemical formula","""Ekplexis""=Greek, Ancient (to 1453), surprise",,
e217f33d-37ef-442e-b65d-5ad6315d91c2,191,"From the Greek word 'ελαιον' ('elaion' = oil), due to its greasy lustre.","""ελαιον""=Greek, Ancient (to 1453), oil",,
97186ca6-b902-4c6f-ac65-f2c68ac21dd0,191,From the Greek 'ελατηρ' (pine) for the supposed origin of the resin.,"""ελατηρ""=Greek, Ancient (to 1453), pine",,
7bc4d068-9c19-4380-a1e0-214aefd5257b,191,"From the Greek ήλεκτρου (ílektroy) for ""amber,"" in allusion to its colour","""ήλεκτρου""=Greek, Ancient (to 1453), amber",,
856f2584-8221-4b98-9268-2b5d650c993c,191,"According to its lustre - in Greek eleolite means ""oil stone""","""eleolite""=Greek, Ancient (to 1453), oil stone",,
c4f6d655-17e0-4ab8-a80a-4d42b3c411df,191,"derived from the Greek , oil, and greek black, due to uncommon for sulfate minerals black colour and strong oleaginous lustre on crystal faces: the surface looks as oiled.","""Eleos""=Greek, Ancient (to 1453), oil","""Melania""=Greek, Ancient (to 1453), black",
05148129-206b-4f4d-9527-4c9b28ee226e,191,"From the hope, named in anticipation of discovery of other interesting minerals","""Elpis""=Greek, Ancient (to 1453), hope",,
7e0f8edc-6979-438d-9ad9-091f1eeaa66d,191,"From the Greek for ""intermediate"" alluding to the 50:50 mixture of chloride and bromide in the formula","""Embolismós""=Greek, Ancient (to 1453), intermediate",,
78a08f0f-1d8f-4b8a-8a35-2ebadcf3e709,191,"The word ""emerald"" is derived (via Old French: esmeraude and Middle English: emeraude), from Vulgar Latin: esmaralda/esmaraldus, a variant of Latin smaragdus, which originated in Ancient Greek: σμάραγδος (smaragdos; ""green gem"").","""σμάραγδος""=Greek, Ancient (to 1453), green gem",,
1da7a0ce-7c6e-405f-8560-357e8bc168ab,191,For interwoven or entwined; in reference to its sometimes intimate association with quartz,"""Emplektos""=Greek, Ancient (to 1453), interwoven",,
0d0a407f-59db-4294-bb15-8ba809f3ca12,191,"The name Enalite is from the Greek word lite, meaning rock","""lite""=Greek, Ancient (to 1453), rock",,
8f482b56-6482-450a-8190-700b2be24285,191,"For distinct, in allusion to its cleavage","""Enargís""=Greek, Ancient (to 1453), distinct",,
41d1037b-9e36-4ac8-b745-3ea0ce15a935,191,From the Greek ennea that means nine,"""Ennea""=Greek, Ancient (to 1453), nine",,
79efb83e-f63d-4dc6-ad44-b000bcb9163b,191,"For opponent, in allusion to its refractory nature under the blowpipe","""Enstates""=Greek, Ancient (to 1453), opponent",,
90910412-1b6f-4629-8aec-c583ee868431,191,"For dawn-bearing, in allusion to the pink colour","""Eosforos""=Greek, Ancient (to 1453), dawn-bearing",,
b987943b-ffc2-48ac-b045-15de973bb2e7,191,"The prefix ""epi"" for near, referring to the dimorphous with eudidymite","""Epi""=Greek, Ancient (to 1453), near",,
58884dc1-8bcf-4946-851b-fcff9ee30417,191,"For increase, the base of the prism with one longer side","""Epidosis""=Greek, Ancient (to 1453), increase",,
97ee8305-8aa3-43d8-8e76-3c1abc360a03,191,"From the epi for near, and the quite similar mineral stilbite","""Epi""=Greek, Ancient (to 1453), near",,
c60dbfad-c0b1-43a0-b21f-07cb3e0d64d4,191,"For letter, in allusion to the flat rectangular crystal habit and white colour","""Epistolē""=Greek, Ancient (to 1453), letter",,
17e1f939-6016-462e-b846-c887451824bf,191,"For wool and copper, for the form of aggregates at Vesuvius, Italy","""Eriou""=Greek, Ancient (to 1453), wool","""Chalkós""=Greek, Ancient (to 1453), copper",
6bf3dc40-2afa-4016-b10c-9fbfe8f4916a,191,"From the ""erion"" meaning wool in allusion to the ""wooly"" appearance of the type material","""Erion""=Greek, Ancient (to 1453), wool",,
0e0de4d3-b61e-4e58-8df6-d8de802a8723,191,"For red, for its characteristic deep crimson colour","""Erythros""=Greek, Ancient (to 1453), red",,
45bd0ec1-177c-4dcd-84ef-acf92fa0e7cb,191,"For red and iron, in allusion to its colour and composition","""Erythros""=Greek, Ancient (to 1453), red","""Sideros""=Greek, Ancient (to 1453), iron",
