mineral_id,person,born,died,role,gender,nationality
57833533-f81a-45dc-9e58-4cc0e1c81445,Pierre Curie,1856,1906,"Physicist, famous for his research with his wife, Marie Sklodowska-Curie, on radioactivity",M,64
f3548fd6-319a-40de-ba75-5a079d6d2a19,Mr. Rock Henry Currier,1940,2015,"Mindat.org manager, mineral dealer, collector, author and lecturer",M,4
9bf545b0-111b-47e6-b134-d88dca36aacf,Jan Czochralski,1885,1953,"A chemist, crystallographer and metallurgist, the inventor of the method of production of synthetic silicon crystals known as Czochralski?s method",M,143
b7e83f43-548e-4fcc-8bee-d802737e00f2,Professor Jean D'Ans,1881,1969,"Mineralogist, student of salt deposit chemistry, Technical University, Berlin, Germany",M,68
6bf2d75e-e905-43f6-b64e-8f7693b8530c,Antonio D'Achiardi,1839,1902,"Mineralogist, whose son described the mineral",M,88
2c0117b7-8609-4963-872a-ef30a7097c1a,Alexander Stewart Dadson,1906,1958,"Mineralogist, active in development of the Yellowknife gold deposits",M,35
5b42b202-0fd2-4baa-8d15-46215c605fdc,John Dagenais,1945,,"A prominent collector and micromounter from Vancouver, British Columbia, Canada.",M,35
59365acc-4d4a-4120-8fbe-6259f75f3023,Tellef Dahll,1825,1893,geologists and mineralogists,M,135
59365acc-4d4a-4120-8fbe-6259f75f3023,Johan Martin Dahll,1830,1877,geologists and mineralogists,M,135
f9687528-a0ac-4ff2-91b3-2556224d2c39,Dr. H. C. Dake,,,mineralogist,M,4
d656649b-aa9e-417e-b159-09ef1888a74c,Dr. Farahnaz Daliran,1953,,"Mineralogist and economic geologist at the University of Karlsruhe, Germany, for her research on ore deposits in Iran",M,84
676b4b43-eef3-484d-9aaf-bfbe460cd7c6,Alberto Dal Negro,1941,,"Professor in Mineralogy and Crystallography at the University of Padova, Italy",M,88
2913e1f6-6b16-45bf-9e37-3e39bdee8fd0,Reginald Aldworth Daly,1871,1957,"Professor of Geology, Harvard University, Cambridge, Massachusetts, USA",M,4
663ad637-730b-4a5a-b07b-ad5adf534e26,Augustin Alexis Damour,1808,1902,Mineralogical chemist,M,64
8a9d5ded-71aa-4a55-85bd-d82e5b376d19,Freeman Dana,1793,1827,"Chemist and mineralogist, instructor at Harvard University, later professor of chemistry at the College of Physicians and Surgeons in New York.",M,4
31dc740f-d7c9-45bd-8986-cd440db54b5f,James Dwight Dana,1813,1895,"Geologist and mineralogist, Yale University, New Haven, Connecticut, USA",M,4
a89626e2-caa9-451e-af5d-520f81be6ea9,Dr. John L. Daniels,1931,,"Geoscan Pty. Ltd., who collected the material in which the species was found",M,10
2ae89c44-8c8f-4903-bd95-6500a12a874b,Dr. Dan Topa,1955,,"Ore mineralogist and crystallographer, University of Salzburg, Austria, for his work on sulphosalt crystal chemistry and structures",M,11
1389cc58-849c-4b4f-a526-84b3e19ab7c3,Ludwig Darapsky,1857,1916,"Chemist and mineralogist, Santiago, Chile",M,68
e97ccb47-1fa7-4334-a4ff-f441eb325f52,Darrell J. Henry,1951,,"Professor of Geology, Louisiana State University, Baton Rouge, USA, and an expert on the mineralogy, petrology, crystal chemistry, and nomenclature of tourmaline-supergroup minerals",M,4
102935a9-ba22-4315-b865-33d031b59106,Ekaterina Romanova Dashkova,1744,1810,Director of the St. Petersburg Academy of Sciences and President of the Russian Academy of Sciences,F,147
771c6920-f7db-4e3e-a6cd-16b4dea0858f,Gabriel Auguste Daubrée,1814,1896,Mineralogist and geologist,M,64
0d5c73c5-6c1c-43ce-83ea-52bcc3bc8cae,Gabriel Auguste Daubrée,1814,1896,Mineralogist and geologist,M,64
fa5e245c-f889-4a67-a901-d202ca1b0806,Professor Tannatt William Edgeworth David,1858,1934,"Geologist, University of Sydney, Sydney, Australia",M,10
2967fc5a-e2c8-468c-8f28-6585775376ba,David Lloyd,1943,,"A prominent mineral collector who was a prime mover in the re-opening of the Tsumeb mine for mineral collecting, and who has made significant contributions to mineralogy through extensive field collecting at many localities in the British Isles",M,27
51bc8f3a-a76b-43f6-853c-7fba89d642a2,David Smith,,,Research Geochemist,M,4
53bbe0a2-9e0e-4d3d-9d39-c3d3044b1249,Leonardo da Vinci,1452,1519,"Scientist, painter, sculptor, and architect",M,88
47ce2ae2-07dc-4173-af2b-f73e61419a51,Andrew M. Davis,1950,,"Professor of Cosmochemistry, University of Chicago, in honor of his outstanding contributions to meteorite research",M,4
75dba944-0af2-4265-82c5-de072b17716f,Mr. J.M. Davison,1840,1915,"University of Rochester, Rochester, New York, USA, who first described wardite from the Fairfield, Utah, locality.",M,4
8fb135a6-2e4c-4e95-a4c7-8a758bfe3f20,Charles Joseph Davreux,1800,1863,"Pharmacist and natural scientist, Professor of Mineralogy at the University of Liµege, Belgium",M,20
a866f15a-3abe-4b26-950c-74408812b8a7,Sir Humphrey Davy,1778,1829,Chemist,M,27
a87b16b7-95a3-4792-a324-7319008ad2d4,John William Dawson,1820,1899,"Geologist and Principal of McGill University, Montreal, Canada",M,35
f4f07a38-a104-4a47-888c-92dc0d5aa060,"Professor Deane Kingsley Smith, Jr.",1930,2001,"Pennsylvania State University, University Park, Pennsylvania, USA, for his contributions to structural and experimental mineralogy",M,4
78b05c39-ef76-4d47-8620-400488188945,Luca De Battisti,1958,,A systematic mineralogist and expert on the minerals of Lengenbach quarry who collected the specimens of debattistiite.,M,88
aae1c1fb-d2a5-4fb4-94c8-377d619d0fd4,Ernst Heinrich von Dechen,1800,1889,He made numerous contributions to geological literature especially for the geology of the Eifel.,M,68
03b63104-6403-4b25-8f40-f4fd4b30fc6b,Robert James Champion de Crespigny,1950,,"Chairman of Normandy Mining Limited and Chairman of the South Australian Museum, for his contributions to Australian education",M,10
d695b6f4-965e-4c46-8666-c7823f056681,Professor William Alexander Deer,1910,,"Mineralogist-petrologist, Cambridge University, Cambridge, England",M,27
9cbb1cfb-05b2-4c8a-8d2f-206d237380e5,Jacques Deferne,,,"Curator of Mineralogy, Museum of Natural History, Geneva, Switzerland",M,173
6e410c08-2de1-4884-bf6b-663844f61e16,Gabriel Delafosse,1796,1878,Mineralogist and crystallographer,M,64
2d1c9689-b391-480f-bba7-8349ee7bee5b,Achille-Joseph Delesse,1817,1881,"Mineralogist and geologist of the Sorbonne University and later, the Ecole des Mines.",M,64
2d520b4c-9052-413b-841b-d72a956d9408,Honoring Fernard Delhaye,1880,1946,"Geologist, a pioneer in the geological exploration of the northern Kivu region of Congo (Zaire)",M,20
3546b18d-7800-42aa-bb8b-fb83bd6dd4dd,Juan Elhuyar (Delhuyar),1754,1796,"Chemist and metallurgist, who in 1783 isolated tungsten metal for the first time",M,167
3546b18d-7800-42aa-bb8b-fb83bd6dd4dd,Fausto de Elhuyar (Delhuyar),1755,1833,"Chemist and metallurgist, who in 1783 isolated tungsten metal for the first time",M,167
c5aeafb1-4061-4b91-99ce-cdd007150dd0,Dr. Michel Deliens,1939,,"Mineralogist of the Royal Belgian Institute of Natural Sciences, Brussels, Belgium, for his contributions to uranium mineralogy",M,20
a0ce653c-c51e-476b-8ab0-a7cfc03e79b0,Henry Delinde,,,"Amateur mineralogist Henry deLinde of Mabelvale, Arkansas, USA, owner of the Diamond Jo quarry",M,4
46c1b7b2-c767-497b-bf7b-d78bf1ed461c,Antonio Della Giusta,1941,,Professor,M,88
46990b8c-fa95-4a1e-8011-199e21d10a26,Della Martin Roy,1926,,"Professor at Pennsylvania State University, USA, materials scientist and concrete expert who synthesized the mineral",F,4
95a25a60-a434-4e41-b9a1-527271398c58,Giancarlo Della Ventura,,,,M,88
167d1f71-cb4a-4404-a694-7e714fc89a51,Boris Nikolaevich Delone,1890,1980,"Crystallographer and mathematician, Mathematics Institute, Moscow, Russia",M,147
666b8daf-980e-4088-955e-5c69d8ab2b14,G. De Lorenzo,1871,,geologist,M,88
a745192e-95a5-43dc-bac1-f7a8100d986a,Jean Claude Delory,1953,,"Mineral collector and land surveyor, Toulon, France, who collected the first specimens.",M,64
d714fb98-12e0-4450-85dc-63af29cb72dc,Andre´s Manuel del Rio,1764,1849,"Mineralogist Andre´s Manuel del Rio, who first discovered vanadium in North America",M,116
aa62d84e-cd81-4a7d-b6e6-a7e5fef46379,J.S.P.J. Delvaux de Feuffe,1782,1863,"Chemist, who first analyzed the mineral",M,20
2d971cfa-2d18-4406-9f76-0ebdfaec2bf8,Francesco Demartin,1953,,Professor of General and Inorganic Chemistry and Stechiometry at the University of Milan (Italy),M,88
b070f9a7-2c99-40b4-ba56-96306b4779b4,Gaston Demesmaeker,1911,,"Mining geologist, Director, Geological Department, Union Minie`re du Haut Katanga",M,20
c69ef3ac-52db-4c0a-9283-26e777f0a826,Vincenzo de Michele,1936,,"Former curator of the Natural History Museum, Milan, Italy, and for its chemical composition",M,88
e8f59859-8354-40f8-87f5-44f707244e5a,Aleksander Petrovich Denisov,1918,1972,"Specialist in X-ray investigations of minerals, of the Kola Scientific Center, Russia",M,147
7f9cefb8-6365-44eb-9d8e-c4f2524480a4,Reynolds McConnell Denning,1916,1967,"Professor of Mineralogy, University of Michigan, Ann Arbor, Michigan, USA",M,4
c3ae237b-ad08-4bba-9556-ee2b6ed517c7,Wulf Helmut Heinz Depmeier,1944,,Professor of Mineralogy and Crystallography at Christian-Albrechts University in Kiel. He is a well known specialist in crystal chemistry of the sodalite-cancrinite family of minerals and structurally related synthetic compounds,M,68
c993d888-000f-4b12-8c06-ac4aa09d7b03,Orville Adelbert Derby,1851,1915,"Geologist, at one time Director of the Brazilian Geological Survey",M,4
23fdd73f-8fc1-4cbf-a2da-b0625277d3de,Jean Marie François Joseph Derriks,1912,1992,Geologist who studied the Shinkolobwe uranium deposit,M,20
5a73c2cd-d340-470c-99cd-1f1dc119dd93,Dr. Henri Derville,1887,1963,"Paleontologist, Strasbourg University, Strasbourg, France, who noted the original specimen",M,64
0bbbd8e1-2a64-4099-a3fc-ba23f695166e,Paul Ernest Desautels,1920,1991,"Curator of Mineralogy, National Museum of Natural History (Smithsonian Institution), Washington, D.C., USA",M,4
66546bae-4a5a-4ff1-87de-70161a48de7a,Alfred Lewis Oliver Legrand Des Cloizeaux,1817,1897,"Professor of Mineralogy, University of Paris, Paris, France, who first described the mineral",M,64
710ce3c6-6215-4eaa-8e5a-ff73c8b7ef51,Pierre Despujols,1888,1981,Founder of the Moroccan Geologic Survey,M,121
30562535-39f7-4ded-829e-3554d8bcb89d,Gabor Dessau,1907,1983,"Professor of ore mineralogy at the University of Pisa, Italy",M,88
a85f6274-c120-4014-9973-59c4c29223e0,Mr. Pierre Destinez,,1911,"A laboratory assistant at the University of Liege, Liege, Belgium. Destinez was a member of the Société Géologique de Belgique as early as 1886 and published a number of articles on paleontological subjects as late as 1904",M,20
65c9f8c4-16fe-462e-89bc-0f8951331a4a,Henri Etienne Sainte-Claire Deville,1818,1881,Chemist,M,64
fdc23217-41b4-4781-8706-2c24a57d4567,Alfred (Fred) Devito,1937,2004,"A prominent mineral collector (micromounts), field collector and contributor to the California mineralogical community.",M,4
3417c264-ebaa-4f72-b369-ae395242e2aa,Professor G. Dewalque,1826,1905,"professor of mineralogy, geology and paleontology",M,20
0ac2670b-f2c6-4b43-80c6-6b830549b052,Chester Dewey,1784,1867,"American botanist, antislavery activist, clergyman and educator",M,4
67ff6190-e4ea-4fc2-bf18-1af29891d152,Dr. Jean Dewindt,1876,1899,"Geological student at the Ghent University, who died from accidentally drowning in Tanganyika Lake",M,20
4439a9dc-bcf0-4519-9c0d-54dd569c3bb6,John William Dickinson,1835,1899,"Redding, Connecticut, USA, an early collector of Branchville minerals",M,4
7ea53d68-0c74-45bf-8430-8333d6c2921b,Allan Brugh Dick,1833,1926,"Metallurgical chemist, who first described the species",M,27
6707c974-9fb5-4a3a-a6e1-634bdb4977fa,"Richard (""Dick"") W. Thomssen",1933,,"Economic geologist and collector of microscopic mineral specimens, Dayton, Nevada, USA",M,4
5e6ddec1-7bc5-4b3e-9461-f74996797740,Professor Diego Gatta,1974,,"Department of Earth Sciences, University of Milan, Italy, for his contributions in the areas of crystal structures and crystal chemistry of zeolites and related silicates with cage structures",M,88
a6ed3997-c834-4729-9ae2-9b9d209ce7b0,Professor Karl Diener,1862,1928,Paleontologist and discoverer,M,11
a4c618b5-5111-4d9c-a31a-9d2085ef9813,Dr. Gustav Heinrich Dietrich,,,He was the first who analyzed the specimens,M,48
d011adc8-4308-4333-a5fd-a91cf6145570,August Dietze,,1893,Chemist who first described this mineral,M,39
d52b5b5e-2bb1-468e-9954-30abdf6ffd37,Ding Daoheng,1899,1955,Discoverer of the Bayan Obo REE-Nb-Fe ore deposit in 1927,M,40
504cb7b3-2b70-44a1-8837-3fee578b1064,Professor Olinto Dini,1802,1866,"Physicist, University of Pisa, Pisa, Italy, who discovered the first specimens",M,88
f77e5797-079f-4ef0-aabc-3983f650ddf7,Dr Francesco Di Renzo,1954,,"Research Director at the Laboratoire de Materiaux, Catalytiques et Catalyse en Chimie Organique, Ecole Nationale Superieure de Chimie de Montpellier, France.",M,64
187d5f02-a291-4d13-a9c0-05c12acc19ba,William Dittmar,1833,1892,"Professor of Chemistry, University of Glasgow, Glasgow, Scotland.",M,27
ce96452d-4143-4465-9ef4-0f225d530e8c,Dr. Djalma Guimarães,1894,1973,mineralogist and petrologist,M,26
4ed0f2b9-ddeb-40b4-a8bd-341676c530c3,Professor Daniel Jerome Fisher,1896,1988,"American mineralogist, University of Chicago, Chicago, USA.",M,4
1d58583c-aea6-4888-bf54-a633997be5a8,Dr. Seved Djurle,1918,,"Swedish chemist, who first synthesized the compound later found in nature.",M,172
dca07db8-d978-4fdd-8e41-d9d3b1c5bb2b,Dmitry Ivanovich Sokolov,1788,1852,"Professor of Mineralogy and Geology at St. Petersburg University, and Academician of the Russian Academy of Sciences. One of the founders of the Russian Mineralogical Society",M,147
6ec28457-d6de-4d64-8fd2-2bfab155515c,Dmitrii Sergeevich Steinberg,1910,1992,"Petrologist, Institute of Geology and Geochemistry, Yekaterinberg, Russia.",M,147
e5699a8a-994c-4757-93ae-30c1fb34f1b1,Dmitry Alexandrovich Ivanov,1962,1986,"A geologist, mineralogist, and petrologist who died tragically on a field expedition to study igneous rocks in the Caucasus Mountains",M,147
b10b698c-6b6b-4ec5-835c-3af729e53c2e,Vasily Vasilyevich Dokuchaev,1846,1903,"Russian geologist and geographer, who is credited with laying the foundations of soil science.",M,147
100de4ac-2817-4039-9c48-12001f81cd43,Professor Wayne A. Dollase,1938,,"For his crystal chemical research on minerals of the epidote group, and its cerium content.",M,4
d04f7664-79a0-4894-abbe-c4b968dffc3a,Déodat (Dieudonné) Guy Silvain Tancrède Gratet de Dolomieu,1750,1801,Mineralogist and geologist,M,64
63340952-065d-4727-8d3b-a4a33ea05433,Professor Ignacio Domeyko [born Ignacy Domejko],1802,1889,"Mineralogist, University of Chile, Santiago, Chile.",M,143
0a3f9fcc-70e7-4044-92e4-4408b0b5ce0e,"Donath, M",,,He described the material in 1930,M,135
04e719b7-5174-4712-90eb-29037633719f,Dr. Donald C. Harris,1936,,"For his contributions to ore mineralogy, Geological Survey of Canada, Ottawa, Canada.",M,35
681e14b7-9164-40c3-9b46-430f203e9588,Joseph Désiré Hubert Donnay,1902,1994,Belgian-American-Canadian crystallographer,M,20
681e14b7-9164-40c3-9b46-430f203e9588,Dr. Gabrielle Donnay,1920,1987,"American-Canadian mineralogist, wife of Joseph Désiré Hubert Donnay",F,68
3e49d710-e35e-484d-a19c-dbab39fc9869,Dr. Donald R. Peacor,1937,,"Mineralogist at the University of Michigan, in recognition of his work on pyroxenes and manganese minerals.",M,4
db94f839-4f9b-4728-a7f9-d091b1cdf0fd,Don Wilhelms,1930,,"Geologist with United States Geological Survey (USGS), Flagstaff who contributed significantly to the geologic mapping of the Earth's moon and to the geologic training of the Apollo astronauts. He wrote 'The Geologic History of the Moon' about lunar stratigraphy and 'To a Rocky Moon: A Geologist's History of Lunar Exploration'",M,4
17f575f8-a6f4-4f7d-a96d-32d75362e822,Prof. Dr. Christian Andreas Doppler,1803,1853,Austrian mathematician and physicist who first found this material. The Doppler effect is also named after Doppler.,M,11
5e144cf8-ccf4-49eb-8771-06546c7318dd,Moisei Davidovich Dorfman,1908,,"Mineralogist, A.E. Fersman Mineralogical Museum, Moscow, Russia, investigator of Khibiny minerals.",M,147
034bd074-b528-44ce-977b-1b1509e0f591,"Dr. John A. Dorr, Jr.",1922,1986,"Professor of Geology, University of Michigan, Ann Arbor, Michigan, USA, in recognition of his regional geologic research in Wyoming.",M,4
9e3f0dbc-15d1-4f8f-a180-be5ca80cfa58,"Wayne F. Downey, Jr.",,,A person who first collected the mineral.,M,4
fd29cd31-e951-44f4-bc38-541e48a3fbab,E.J. Doyle,1905,1994,"Physician of Ottawa, Canada, who found the mineral at Mont Saint-Hilaire, Canada.",M,35
67fb465c-70f4-420f-8ae6-916d5433d66b,Jean Jacques Dozy,1908,2004,Geologist who discovered and named the Ertsberg ore province in 1936.,M,52
7403a8b9-2f3b-40fe-8271-1276d106692f,Petr Lyudovikovich Dravert,1879,1945,Russian mineralogist and geologist,M,147
f5e9e157-afbc-4da4-8c6f-940e1e16fd6f,John Alexander Dresser,1866,1954,A geologist who contributed to knowledge of the Monteregian Hills.,M,35
2a234db5-6619-46b2-8efe-30ad46de431a,Gerhard Dreyer,,,"Assistant Professor, Johannes Gutenberg University, Mainz, Germany, who found the mineral.",M,68
41cda11c-7994-4832-8da9-8c8bfaf63321,Victor Anatol`evich Drits (Виктор Анатольевич Дриц),1932,,Russian crystallographer and mineralogist from Geological Institute of the Russian Academy of Sciences,M,147
32275e5a-81d1-4202-bd78-ec68323cff4a,Dr. med. Dr. phil. Erich Drobec,1919,2004,He was a serious mineral collector specialising in systematic mineralogy. His collection is now on public display.,M,11
9bc8c716-68dc-4a25-a984-e4a7d32d43fa,Hubert Droogmans,1858,1938,politician and senior civil servant of the Congo Free State,M,20
46c5347f-1d99-40c8-a742-9a52370007c9,Dr. Julien Drugman,1875,1950,"He worked at the Royal Belgian Museum of Natural History, mineral collector with a special interest in twins.",M,20
e23549a6-d821-42f8-815b-4d29646a7268,Dr. A.R. Drysdall,1933,,"Director, Geological Survey of Zambia.",M,193
ae8399c6-027a-4078-b4d8-222d07112354,Professor Ours Pierre Armand Petit-Dufrenoy,1792,1857,"Mineralogist, National School of Mines, Paris, France",M,64
73442081-431e-4e55-942d-acbed3148fae,Professor Ours Pierre Armand Petit-Dufrenoy,1792,1857,"Mineralogist, National School of Mines, Paris, France",M,64
f0cc3fa1-a949-4dbb-95ae-b7d1bb17813a,G. Duft,,,General Manager of the mine at Tsumeb,M,125
4f28bc5a-c36b-4404-9c81-a89bb3430ecb,Marjorie Duggan,1927,2002,"Analytical chemist, who first analyzed Te6+ from nature",M,4
4eae1b22-1410-4218-95b1-289508674392,J.E. Duhamel,,,"Geologist, Phelps Dodge Corp., who found the mineral.",M,4
8db048ba-2672-4360-9554-2dc3c73c8700,André  Hubert Dumont,1809,1857,Geologist,M,20
eba35de7-6243-45d4-b4dd-8c98ab307350,Eugene Dumortier,1802,1873,"Paleontologist, of Lyons, France",M,64
c083d34c-1f2c-4463-b798-942a01de3dcc,Louis Claude Duparc,1866,1932,"Professor of mineralogy, petrography, geology, paleontology, and analytical chemistry at the University of Geneva",M,173
3871c8e7-ee39-4120-93fc-be7713a5b336,Henry S. Durden,,,He provided the specimens for study,M,4
2ecde045-0d7a-4949-9146-0af749bdbf2b,Vyacheslav Djuraevitch Dusmatov,1936,2004,Mineralogist and geologist who has done much work at the locality,M,176
ffecd7d8-58d9-41f4-975f-66bd2b72e97c,Desiré  Dussert,1872,1928,Mining engineer who worked in Algeria,M,64
7e441551-1187-4ce1-a8fd-a2ea4e4d9afa,Captain Clarence Edward Dutton,1841,1912,"Geologist with the U.S. Geological Survey, an early worker on the Colorado Plateau",M,4
fbb4f247-22fd-49ee-a94b-5c33822ea64b,Edward J. Dwornik,1920,2004,"Lunar geologist and mineralogist, U.S. Geological Survey, Washington, D.C., USA, who studied several vanadium deposits",M,4
ab070596-cce7-4c73-b62d-5a615f2eba2c,Yuriy Maksimovich Dymkov,1926,,A specialist in the mineralogy and geology of uranium deposits,M,147
e7c07c00-63c0-4705-b8c9-d25b05260bfa,Piotr Dzierżanowski,,2016,"Head of the microprobe laboratory at the Laboratory of Waters, Soils and Rocks Chemistry, of the Institute of Geochemistry, Mineralogy and Petrology, Faculty of Geology, University of Warsaw",M,143
f88e5e9a-2471-4943-9287-e4110e61fb4f,Jack Eaker,,,"Mineral collector of Kings Mountain, North Carolina, USA, who discovered the mineral",M,4
737148a8-bb75-4e8f-88dc-59f89b426e0d,Arthur Earland,1866,1958,"Oceanographer and foraminifera specialist. He studied sediments from the Weddell Sea near Antarctica returned by the ship Scotia, and identified grains of the new mineral",M,27
73d279bf-3dc9-4476-a830-d029f7995e1d,Earl V. Shannon,1895,1981,"Mineralogist and chemist, U.S. National Museum, Washington, D.C., USA",M,4
26535898-f2e1-4517-878b-92bf986bd993,Ernest Clayton Andrews,1870,1948,"New South Wales government geologist, who mapped the Broken Hill region",M,27
09470e8f-d6ef-4822-8d90-ad580b35dcfb,Markus Ecker,1966,,An expert on the minerals of Lengenbach quarry,M,173
1a11ad3f-6d1f-48d8-8127-c5d249cbaf83,Professor Claes Walther (Harry) von Eckermann,1886,1969,"Petrologist, Stockholm, Sweden",M,172
96ec1f38-40f7-4596-8095-f27171aac4f3,Colonel Eckhard D. Stuart,1939,,"A mineral collector who has provided numerous samples for research, including this new species",M,4
9e7844f0-4286-467f-9376-5f56e0d01b03,Professor Eberhard Clar,1904,1995,"Mineralogist, University of Vienna, Vienna, Austria",M,11
7c2fd9d3-a26e-46b1-af61-884b47c4f719,Dr. Andreas Edenharter,1933,,"University of Göttingen, Göttingen, Germany, who had previously synthesized the compound",M,68
f47aaed9-0e73-4258-92eb-839c840bb7f4,Dr. Edgar Herbert Bailey,1914,1983,Distinguished geologist and mercury specialist with the U.S. Geological Survey,M,4
41343281-edd2-41ce-8cd9-25722a63ddc4,Dr. Alan D. Edgar,1935,1998,"Professor of Petrology, University of Western Ontario, London, Canada, for his work on alkaline rocks",M,35
df3eb338-eded-4b62-933e-867c002f552a,Edward S. Grew,1944,,"Professor of mineralogy and petrology at the University of Maine, Orono, Maine, USA",M,4
eb98ff24-d34a-4d87-a384-ac72b8004d0d,James Edington,1787,1844,"Mineral collector of Glasgow, Scotland, the discoverer of the mineral",M,27
6ffeef2c-b854-432c-bb00-fa0f363c6ee1,Edward H. Oyler,1915,2004,Mineral collector specializing in mercury minerals,M,4
3aecebc5-4c2b-4d43-a9ac-68464aae2798,Edward (Ed) R.D. Scott,1947,,"A cosmochemist at the University of Hawai‘i, Manoa, U.S.A., for his contributions to research on meteorites. He discovered the mineral.",M,4
824a420e-1629-489c-9658-639d960c616f,Eduard Vasilyevich Toll,1858,1902,"Geologist, researcher of Arctica",M,147
984cf186-8e0c-4799-98dd-59917c65c092,Dr. Austin Burton Edwards,1909,1960,"Mineralogist and petrologist in the Mineragraphic Section of the Council for Scientific and Industrial Research CSIRO), Melbourne, Australia, for his contributions to the study of Australian ore deposits such as Broken Hill",M,10
88c10be1-7e23-4905-8168-fdf01405fd6e,Prof. Dr. Herta S. Effenberger,,,Mineralogist and crystallographer of the University of Vienna,F,11
7fcba8c0-f438-4be3-a52e-395f6401df0c,Dr. Ivan Antonovich Yefremov,1907,1972,Geologist and science fiction writer,M,147
169b4654-d0e1-4b64-8c89-5d11a38de28d,Dr. Richard A. Eggleton,,,"Australian National University, Canberra, Australia",M,10
67ba1d01-9a84-439e-ae2f-2414a102df6a,Thomas Egleston,1832,1900,"Professor of Mineralogy and Metallurgy, Columbia University, New York City, New York, USA",M,4
c3098b2e-61fb-4220-ab4d-cd42a4dd3892,Howard Ehrle,,,Discoverer of the mineral,M,4
3402e586-7fce-4dd0-bd9a-ec513d608692,Viking Eirik Raude,950,1003,"Emigrant, the discoverer of Greenland, and father of Leiv (Leif) Eirikson, for whom leifite was named",M,135
e6fd8c10-06e4-48b8-a3c9-7cb4bd4cb902,Wilhelm Hermann Julius Eitel,1891,1979,"Director of the Institute of Silicate Research, University of Toledo, Toledo, Ohio, USA, who synthesized the compound",M,4
75b3f1ad-5948-4f1e-a4d1-82f48dbae9c5,F.L.D. Ekanayake,,,"A gemmologist, who first suspected specimens were a new mineral",M,168
f5253dee-aa8f-4410-8529-67837a97c519,Dr. Yekaterina Vladimirovna Rozhkova,1898,1979,"Mineralogist, Research Institute of Mineral Resources, Moscow, Russia",F,147
c8ced6b5-39f9-418b-a333-b1fd5de31c54,Dieter Ekat,1935,1996,Mining engineer,M,125
c2312bef-ed18-4902-b6d2-543649555719,Anders Gustav Ekeberg,1767,1813,Discoverer of tantalum,M,172
6fd3e41b-9467-44d6-92db-b0fd472183f5,Dr. Demetrios Eliopoulos,1947,2019,"a geoscientist at the Institute of Geology and Mineral Exploration (IGME) of Greece and his widow, Prof. Maria Eliopoulos (nee Economou, 1947), University of Athens, Greece",M,70
e745c030-58f3-4fb0-81ee-06497be29b66,Nikolai Aleksandrovich Eliseev,1897,1966,"A remarkable geologist and petrologist, Professor at Leningrad State University, in recognition of his contributions to the geology and petrology of metamorphic and alkaline complexes",M,147
39819753-d976-495d-ab86-a3757261dd1f,François Ellenberger,1915,2000,"Professor of Structural Geology, University of the Sorbonne, Paris, for his work in the western Alps",M,64
0d4e6e47-b247-4e04-8736-56f3202454c7,Reuben B. Ellestad,1900,1993,"Analytical chemist of Minneapolis, Minnesota, USA",M,4
a5da45e0-4dbb-40e4-803a-b942ddbd3c3d,Prof. Ella (Ellina) Vladimirovna Sokol,,,a specialist in pyrometamorphic mineralogy,F,147
5cb7bf96-8afa-44de-9a8f-d984234dda0f,Dr. Hans Vidar Ellingsen,1930,2014,Chairman of the Norwegian Amateur Geological Society and who collected the first specimens,M,135
34222cca-f77c-435c-8e93-51eee7fdde84,Dr. Albert J. Ellis,1929,,"Geochemist, Chemistry Division, Department of Scientific and Industrial Research, New Zealand",M,128
3883e006-1f1b-466b-a83c-8cfbfb8690b8,Hardy Vincent Ellsworth,1889,1952,"Ellsworth was a researcher of granite pegmatites, uranium and rare earth elements, systematic mineralogist, and an organizer for the Committee for the Measurement of Geologic Time in the 1920s and 1930s. He described camsellite, hyblite, lyndochite, toddite, and thucolite.",M,35
29926e27-c164-4747-9d77-d6fe1b5875f8,John H. Ely,1938,2003,"Nineteenth century frontiersman and promoter of an early mining company in Nevada, USA",M,4
4e9d35e7-9d7b-4f30-b172-2a01c0cd9a81,Peter Godwin Embrey,1929,2010,"Mineralogist, British Museum (Natural History), London, England",M,27
eca3d913-3c9c-48bb-bcfc-c34e7acab0c5,C. Henry Emeleus,1930,,"Geologist and professor in the Department of Geological Sciences, University of Durham, UK. He is an expert on the igneous rocks of northwest Britain and Greenland",M,27
56335d86-ba5b-4e1b-9d25-5cb36eaee3bb,Professor Dr. Emil Makovicky,1940,,"For his contributions to the crystal chemistry and modular description of diverse sulphosalts families, including those from the Felbertal deposit",M,161
ecf7cab4-49a6-4cd1-8204-ea844eec574e,Franz-Josef Emmerich,1940,,Amateur mineralogist and collector of minerals from the Eifel region,M,68
1b725e4e-3172-48ba-b156-833da6dcbd42,Prof. Emmons,,,Proffesor from Williams College,M,4
8166f448-6be1-4c55-beb0-8cebae923f82,Samuel Franklin Emmons,1841,1911,"Economic geologist, U.S. Geological Survey",M,4
b641dccd-9665-45e3-acf5-f686a5a03cee,Kurt Endell,1887,1945,"geologist, one of the discoverers of the mineral",M,68
4be311c3-599e-4107-93ea-4e6c41e4fc92,Dr. F. M. Endlich,1851,1899,"Superintendent of the Sierra Mines at Lake Valley, New Mexico",M,4
